"episode","Provider","hrr","maadvantage","avgagehrr","avghcchrr","pctmalehrr","pctblackhrr","pcthispanichrr","pctmdcaidhrr","pctbenesusip","pctbenesusnf","pctbenesuhh","pctbenesuop","pctbenesuasc","Acute Care Hospital Beds per 1,000 Residents (2012)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Rank for Variable dshpct","Rank for Variable cmi","Rank for Variable mdadjadmit","qstarrating","urbanlocation","joinnetwork","jchaoaccredited","qieffort","reform","mdaffiliation","ownershipstatus","hospitalbedsize"
15286,230133,243,31.34,75,0.91,47.15,0.11,0.35,9.88,16.42,4.2,7.94,80.66,2.55,1.849141594343,76.352153993,123.12261099,2,1,3,4,0,1,1,1,1,1,2,1
21373,230141,235,40.45,75,1.12,43.07,13.97,1.35,10.46,21.42,6.42,12.55,56.88,13.71,1.861019924283,80.480941317,104.66841896,1,3,1,2,1,0,1,1,0,3,2,2
18854,230142,232,37.94,75,1,43.13,7.63,1.44,8.38,18.81,6.44,11.61,76.57,5.53,1.616313734034,78.753698934,144.50781616,2,1,1,2,1,1,1,1,0,1,2,2
14876,230144,232,37.94,75,1,43.13,7.63,1.44,8.38,18.81,6.44,11.61,76.57,5.53,1.616313734034,78.753698934,144.50781616,0,2,0,,1,0,1,0,0,2,1,2
20755,230146,233,44.1,76,1.13,42.55,4.65,2.96,7.86,22.31,7.26,14.3,65.83,6.42,2.211784909159,78.092116954,123.54587526,1,1,2,2,1,0,0,1,1,3,2,2
20725,230151,232,37.94,75,1,43.13,7.63,1.44,8.38,18.81,6.44,11.61,76.57,5.53,1.616313734034,78.753698934,144.50781616,2,1,3,2,1,0,0,1,0,3,2,2
19770,230156,232,37.94,75,1,43.13,7.63,1.44,8.38,18.81,6.44,11.61,76.57,5.53,1.616313734034,78.753698934,144.50781616,0,3,2,2,1,1,1,1,1,2,2,3
21487,230165,234,40.92,76,1.17,42.19,28.48,1.41,11.69,22.04,7,15.5,68.82,7.77,2.541383900767,78.559265664,136.76956961,3,2,3,2,1,1,1,1,1,3,2,3
18997,230167,239,33.27,75,0.98,44.07,4,2.07,11.35,18.24,5.66,9.91,77.04,6.34,1.863647995298,72.486604577,111.94486945,1,2,3,3,1,1,0,1,1,3,2,2
15965,230174,242,46.79,76,1.01,43.99,5.89,1.68,13.86,17.13,5.28,11.6,86.01,6.92,1.835109153879,68.518326791,107.17814516,1,1,2,3,1,,0,0,1,1,1,1
19446,230176,233,44.1,76,1.13,42.55,4.65,2.96,7.86,22.31,7.26,14.3,65.83,6.42,2.211784909159,78.092116954,123.54587526,0,1,1,3,1,1,1,1,0,1,2,2
13397,230180,239,33.27,75,0.98,44.07,4,2.07,11.35,18.24,5.66,9.91,77.04,6.34,1.863647995298,72.486604577,111.94486945,1,1,0,3,0,1,1,1,0,1,2,1
18059,230193,235,40.45,75,1.12,43.07,13.97,1.35,10.46,21.42,6.42,12.55,56.88,13.71,1.861019924283,80.480941317,104.66841896,1,2,0,3,1,1,1,1,1,1,2,2
20693,230195,234,40.92,76,1.17,42.19,28.48,1.41,11.69,22.04,7,15.5,68.82,7.77,2.541383900767,78.559265664,136.76956961,1,2,2,2,1,1,1,1,1,1,2,2
20603,230197,235,40.45,75,1.12,43.07,13.97,1.35,10.46,21.42,6.42,12.55,56.88,13.71,1.861019924283,80.480941317,104.66841896,0,3,2,2,1,1,1,1,1,3,2,3
18586,230207,244,37.13,75,1.03,43.67,7.8,2.04,9.31,19.66,6.12,11.65,68.98,12.03,1.956648227817,80.135837501,145.19010079,2,2,2,2,1,1,0,1,1,3,2,2
17652,230208,239,33.27,75,0.98,44.07,4,2.07,11.35,18.24,5.66,9.91,77.04,6.34,1.863647995298,72.486604577,111.94486945,3,1,3,3,0,,0,1,,3,2,1
18291,230216,234,40.92,76,1.17,42.19,28.48,1.41,11.69,22.04,7,15.5,68.82,7.77,2.541383900767,78.559265664,136.76956961,1,2,1,2,1,0,0,1,0,1,2,2
16673,230217,238,38.11,75,0.96,44.47,4.31,1.08,7.93,17.78,5.54,8.94,80.62,7.51,1.781738951584,71.02525151,113.40149735,2,1,3,5,1,,0,1,,1,2,1
18892,230222,246,32.22,76,1.02,44.38,4.02,1.73,12.21,19.75,5.96,10.96,79.83,8.8,2.615861175669,69.999409877,112.96980321,0,3,3,4,0,1,1,1,1,2,2,2
20404,230227,234,40.92,76,1.17,42.19,28.48,1.41,11.69,22.04,7,15.5,68.82,7.77,2.541383900767,78.559265664,136.76956961,1,2,1,2,1,0,0,1,1,3,3,2
18811,230230,239,33.27,75,0.98,44.07,4,2.07,11.35,18.24,5.66,9.91,77.04,6.34,1.863647995298,72.486604577,111.94486945,2,2,3,2,1,1,1,1,1,3,2,3
21590,230236,236,54.01,76,1,44.51,3.61,2.81,14.15,17.61,5.6,11.66,78.88,6.37,1.507169126999,65.858334264,111.95731022,1,2,3,4,1,1,0,1,1,2,2,2
14971,230239,243,31.34,75,0.91,47.15,0.11,0.35,9.88,16.42,4.2,7.94,80.66,2.55,1.849141594343,76.352153993,123.12261099,1,0,3,4,0,1,0,1,1,1,2,1
16999,230241,234,40.92,76,1.17,42.19,28.48,1.41,11.69,22.04,7,15.5,68.82,7.77,2.541383900767,78.559265664,136.76956961,1,1,3,3,1,0,1,1,1,1,1,1
22244,230244,233,44.1,76,1.13,42.55,4.65,2.96,7.86,22.31,7.26,14.3,65.83,6.42,2.211784909159,78.092116954,123.54587526,2,1,1,2,1,0,0,1,1,3,2,2
21205,230254,245,36.71,76,1.08,41.99,13.37,1.01,12.28,20.89,6.7,13.66,66.08,10.38,1.914297763229,88.15474117,157.16912819,0,2,2,3,1,,1,1,,1,2,2
17112,230259,232,37.94,75,1,43.13,7.63,1.44,8.38,18.81,6.44,11.61,76.57,5.53,1.616313734034,78.753698934,144.50781616,0,1,2,5,1,0,1,1,0,1,2,1
18734,230269,245,36.71,76,1.08,41.99,13.37,1.01,12.28,20.89,6.7,13.66,66.08,10.38,1.914297763229,88.15474117,157.16912819,0,1,3,3,1,0,1,1,1,2,2,2
21001,230270,233,44.1,76,1.13,42.55,4.65,2.96,7.86,22.31,7.26,14.3,65.83,6.42,2.211784909159,78.092116954,123.54587526,1,1,2,4,1,1,1,1,0,1,2,2
19252,230273,234,40.92,76,1.17,42.19,28.48,1.41,11.69,22.04,7,15.5,68.82,7.77,2.541383900767,78.559265664,136.76956961,3,2,2,1,1,0,1,1,1,3,3,2
8528,230275,246,32.22,76,1.02,44.38,4.02,1.73,12.21,19.75,5.96,10.96,79.83,8.8,2.615861175669,69.999409877,112.96980321,3,0,2,,1,0,1,0,1,2,2,2
18993,230277,244,37.13,75,1.03,43.67,7.8,2.04,9.31,19.66,6.12,11.65,68.98,12.03,1.956648227817,80.135837501,145.19010079,0,1,3,3,1,0,1,1,1,3,3,2
7380,230279,232,37.94,75,1,43.13,7.63,1.44,8.38,18.81,6.44,11.61,76.57,5.53,1.616313734034,78.753698934,144.50781616,0,0,3,,1,0,0,0,0,2,2,1
25114,230297,234,40.92,76,1.17,42.19,28.48,1.41,11.69,22.04,7,15.5,68.82,7.77,2.541383900767,78.559265664,136.76956961,2,3,2,2,1,0,1,1,1,3,3,2
24661,230301,245,36.71,76,1.08,41.99,13.37,1.01,12.28,20.89,6.7,13.66,66.08,10.38,1.914297763229,88.15474117,157.16912819,0,1,0,,1,0,0,0,0,1,3,1
20074,230302,245,36.71,76,1.08,41.99,13.37,1.01,12.28,20.89,6.7,13.66,66.08,10.38,1.914297763229,88.15474117,157.16912819,0,2,3,2,1,0,0,1,1,1,2,2
15403,230303,249,35.33,76,0.92,46.48,0.14,0.64,10.51,16.97,4.79,9.27,77.96,12.04,1.658706223287,81.008117305,121.87543108,,,,3,0,,0,0,,1,2,1
20910,240001,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,2,3,3,3,1,0,1,0,1,3,2,3
21155,240002,250,52.66,76,0.89,47.73,0.3,0.38,11.3,16.48,5.92,4.9,77.72,4.9,2.291629796149,96.396824767,121.82382765,2,3,2,3,1,0,1,1,1,2,2,2
20464,240004,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,3,2,3,2,1,1,1,1,1,3,1,3
13457,240006,253,48.31,77,0.88,44.26,0.36,0.77,8.21,15.48,5.98,3.4,70.61,0.91,1.793119906593,82.554651843,163.52309215,3,1,3,3,1,0,0,1,1,1,2,1
23632,240010,253,48.31,77,0.88,44.26,0.36,0.77,8.21,15.48,5.98,3.4,70.61,0.91,1.793119906593,82.554651843,163.52309215,0,3,3,5,1,1,1,1,1,3,2,3
13072,240014,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,0,3,3,1,0,0,0,1,1,1,1
16349,240018,253,48.31,77,0.88,44.26,0.36,0.77,8.21,15.48,5.98,3.4,70.61,0.91,1.793119906593,82.554651843,163.52309215,1,0,3,4,0,0,1,0,0,1,2,1
17830,240019,250,52.66,76,0.89,47.73,0.3,0.38,11.3,16.48,5.92,4.9,77.72,4.9,2.291629796149,96.396824767,121.82382765,3,1,3,3,1,0,1,1,1,2,2,2
13849,240020,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,2,0,3,4,1,1,1,0,0,1,2,1
16232,240022,371,24.22,76,0.87,44.61,0.19,0.43,9.4,16.62,6.1,3.62,80.73,6.83,2.880154138635,73.667606511,106.31416985,3,0,0,4,0,1,0,0,1,1,2,1
21213,240030,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,3,0,3,0,0,0,0,1,1,1,2
20969,240036,254,65.94,77,0.9,46.93,0.54,0.46,7.3,16.85,6.39,6.68,62.69,7.58,1.91626213312,73.012898797,101.85477725,1,3,1,4,1,0,1,1,1,2,2,3
19629,240038,256,65.26,76,0.93,45.66,2.6,1.59,10.94,16.22,6.35,7.76,55.71,8.25,1.63187599364,87.831894404,122.86139748,2,2,3,3,1,1,1,0,0,1,2,3
14158,240040,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,3,0,3,3,1,1,1,0,0,2,2,2
16097,240043,253,48.31,77,0.88,44.26,0.36,0.77,8.21,15.48,5.98,3.4,70.61,0.91,1.793119906593,82.554651843,163.52309215,1,0,3,4,0,,1,0,,3,2,1
14604,240044,448,42.39,76,0.89,45.58,0.22,0.39,12.59,15.06,5.18,2.41,80.71,0.37,1.642681271929,86.325926093,118.63667124,1,0,3,3,0,0,0,0,0,1,2,1
21324,240047,250,52.66,76,0.89,47.73,0.3,0.38,11.3,16.48,5.92,4.9,77.72,4.9,2.291629796149,96.396824767,121.82382765,2,3,3,3,1,1,1,0,1,2,2,2
17403,240050,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,0,3,4,1,0,1,1,1,2,2,1
17446,240052,322,43.85,76,0.91,45.77,0.15,0.39,10.19,16.35,5.81,4.99,80.39,3.19,2.283218847559,75.103599142,103.68828683,1,1,0,4,0,1,1,0,1,1,2,2
18842,240053,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,0,2,3,4,1,,1,1,,1,2,3
17462,240056,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,0,1,3,4,1,,0,0,,1,2,2
22025,240057,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,3,2,4,1,1,1,1,0,2,2,3
15798,240059,256,65.26,76,0.93,45.66,2.6,1.59,10.94,16.22,6.35,7.76,55.71,8.25,1.63187599364,87.831894404,122.86139748,0,0,0,3,1,0,1,0,0,1,2,1
20169,240063,256,65.26,76,0.93,45.66,2.6,1.59,10.94,16.22,6.35,7.76,55.71,8.25,1.63187599364,87.831894404,122.86139748,3,3,2,4,1,0,1,0,1,3,2,3
13968,240064,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,0,3,3,0,,1,0,,1,2,1
16857,240066,256,65.26,76,0.93,45.66,2.6,1.59,10.94,16.22,6.35,7.76,55.71,8.25,1.63187599364,87.831894404,122.86139748,0,2,2,4,1,0,1,0,0,1,2,1
13445,240069,253,48.31,77,0.88,44.26,0.36,0.77,8.21,15.48,5.98,3.4,70.61,0.91,1.793119906593,82.554651843,163.52309215,2,0,0,3,0,0,1,1,0,1,2,1
14355,240071,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,2,0,2,4,0,,0,0,,1,2,1
16028,240075,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,1,3,3,0,0,1,0,0,1,2,2
15999,240076,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,0,1,4,1,1,1,0,0,1,2,1
20597,240078,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,0,3,2,4,1,1,1,1,1,2,2,2
23436,240080,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,3,3,3,3,1,1,1,1,1,2,2,3
14327,240084,250,52.66,76,0.89,47.73,0.3,0.38,11.3,16.48,5.92,4.9,77.72,4.9,2.291629796149,96.396824767,121.82382765,1,0,3,3,1,0,1,0,0,1,1,1
14854,240088,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,2,0,2,4,0,0,1,0,0,2,1,2
19216,240093,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,2,3,3,0,0,1,1,0,1,2,2
18038,240100,322,43.85,76,0.91,45.77,0.15,0.39,10.19,16.35,5.81,4.99,80.39,3.19,2.283218847559,75.103599142,103.68828683,3,1,0,3,0,0,0,1,1,1,2,2
15560,240101,322,43.85,76,0.91,45.77,0.15,0.39,10.19,16.35,5.81,4.99,80.39,3.19,2.283218847559,75.103599142,103.68828683,2,0,3,4,0,0,1,0,0,1,2,1
15029,240104,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,0,0,3,1,1,1,0,0,1,2,1
20050,240106,256,65.26,76,0.93,45.66,2.6,1.59,10.94,16.22,6.35,7.76,55.71,8.25,1.63187599364,87.831894404,122.86139748,3,3,0,3,1,1,1,1,0,3,2,3
18108,240115,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,2,2,4,1,0,1,1,0,1,2,2
17769,240132,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,1,0,3,1,0,1,0,0,1,2,2
18342,240141,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,2,1,3,4,1,0,1,1,1,1,2,1
13044,240166,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,0,0,3,3,0,0,1,0,0,1,2,1
18352,240187,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,0,2,4,0,0,1,0,0,1,2,1
18252,240207,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,1,2,2,4,1,0,1,1,1,1,2,2
19311,240210,256,65.26,76,0.93,45.66,2.6,1.59,10.94,16.22,6.35,7.76,55.71,8.25,1.63187599364,87.831894404,122.86139748,2,2,1,4,1,0,1,0,1,2,2,2
18491,240213,256,65.26,76,0.93,45.66,2.6,1.59,10.94,16.22,6.35,7.76,55.71,8.25,1.63187599364,87.831894404,122.86139748,0,2,1,4,1,0,1,0,1,2,2,1
15739,240214,251,63.82,76,0.92,46,2.03,0.85,9.59,16.43,6.32,6.44,61.64,6.66,1.956629524066,90.655904887,129.15599573,2,2,0,4,1,0,0,0,1,1,2,1
22828,250001,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,3,1,1,1,0,1,1,0,3,1,3
14831,250002,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,1,0,2,4,0,0,1,0,0,1,2,1
21342,250004,262,8.88,75,0.94,42.32,16.77,0.29,21.67,17.6,6.31,11.49,64.88,15.76,3.400971595751,51.696598966,89.504013771,2,3,1,3,0,1,1,1,0,1,2,3
15555,250006,262,8.88,75,0.94,42.32,16.77,0.29,21.67,17.6,6.31,11.49,64.88,15.76,3.400971595751,51.696598966,89.504013771,3,0,0,4,0,0,1,0,0,1,2,2
17588,250007,257,19.12,75,0.97,44.97,12.84,1.6,13.79,18.31,4.65,11.93,72.86,16.15,3.257068915729,61.463104103,149.48953119,3,1,2,2,1,1,1,1,0,1,3,2
17428,250009,379,21.96,75,1.01,42.02,24.83,0.59,16.75,18.11,4.78,9.36,58.42,14.19,2.76217115554,60.843269743,108.31352154,2,2,3,2,0,0,1,1,0,2,2,2
13455,250012,379,21.96,75,1.01,42.02,24.83,0.59,16.75,18.11,4.78,9.36,58.42,14.19,2.76217115554,60.843269743,108.31352154,2,0,0,3,1,0,0,0,,1,3,1
14956,250017,261,10.61,75,0.98,42.78,22.7,0.37,22.85,18.46,5.46,12.75,61.35,17.79,3.43957913309,46.873738333,89.376457324,1,0,3,,0,0,0,0,0,1,3,1
20558,250019,257,19.12,75,0.97,44.97,12.84,1.6,13.79,18.31,4.65,11.93,72.86,16.15,3.257068915729,61.463104103,149.48953119,2,2,3,2,1,1,1,0,0,1,1,3
13960,250020,262,8.88,75,0.94,42.32,16.77,0.29,21.67,17.6,6.31,11.49,64.88,15.76,3.400971595751,51.696598966,89.504013771,1,0,1,3,0,1,1,0,0,1,2,1
14904,250025,262,8.88,75,0.94,42.32,16.77,0.29,21.67,17.6,6.31,11.49,64.88,15.76,3.400971595751,51.696598966,89.504013771,3,0,1,3,0,0,1,0,0,1,3,1
11368,250027,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,0,0,2,3,0,0,0,0,0,1,2,1
18956,250031,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,1,3,2,0,0,1,0,0,1,3,2
19528,250034,261,10.61,75,0.98,42.78,22.7,0.37,22.85,18.46,5.46,12.75,61.35,17.79,3.43957913309,46.873738333,89.376457324,2,3,0,4,0,1,1,0,0,1,2,2
15123,250036,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,3,0,3,3,1,0,0,0,0,1,1,1
15942,250038,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,0,2,3,1,,0,0,,1,3,1
19415,250040,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,2,2,3,2,1,1,1,1,0,2,1,3
17303,250042,379,21.96,75,1.01,42.02,24.83,0.59,16.75,18.11,4.78,9.36,58.42,14.19,2.76217115554,60.843269743,108.31352154,3,1,2,2,0,0,1,0,0,1,3,2
12402,250043,260,11.14,75,0.98,42.5,27.26,0.26,23.36,19.47,6.8,15.13,71.66,13.64,4.063692134048,60.23134591,95.589767143,2,0,3,3,0,0,0,0,0,1,1,1
14413,250044,262,8.88,75,0.94,42.32,16.77,0.29,21.67,17.6,6.31,11.49,64.88,15.76,3.400971595751,51.696598966,89.504013771,1,0,0,4,0,0,1,0,0,1,2,2
20106,250048,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,2,2,3,3,1,,1,1,,2,2,3
13605,250049,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,0,0,4,0,0,0,0,0,1,3,1
19396,250050,262,8.88,75,0.94,42.32,16.77,0.29,21.67,17.6,6.31,11.49,64.88,15.76,3.400971595751,51.696598966,89.504013771,3,1,3,3,0,1,1,0,0,2,1,1
19391,250057,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,1,3,4,0,,1,0,,1,2,2
16240,250058,258,18.37,75,0.96,42.91,15.99,0.46,19.97,19.44,5.81,13.25,57.15,23.13,3.080682339991,58.598950482,108.71643352,3,1,3,1,0,0,1,0,0,1,1,2
13338,250060,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,0,0,,0,0,0,0,0,1,1,1
10370,250061,261,10.61,75,0.98,42.78,22.7,0.37,22.85,18.46,5.46,12.75,61.35,17.79,3.43957913309,46.873738333,89.376457324,1,0,3,4,0,1,0,0,0,1,1,1
16449,250067,262,8.88,75,0.94,42.32,16.77,0.29,21.67,17.6,6.31,11.49,64.88,15.76,3.400971595751,51.696598966,89.504013771,3,0,1,3,0,1,1,0,0,1,2,1
22494,250069,260,11.14,75,0.98,42.5,27.26,0.26,23.36,19.47,6.8,15.13,71.66,13.64,4.063692134048,60.23134591,95.589767143,3,1,2,2,0,,1,1,,1,2,2
21636,250072,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,3,2,2,1,1,1,0,0,2,3,3
13375,250077,258,18.37,75,0.96,42.91,15.99,0.46,19.97,19.44,5.81,13.25,57.15,23.13,3.080682339991,58.598950482,108.71643352,3,0,3,3,0,0,1,0,0,1,1,1
20975,250078,258,18.37,75,0.96,42.91,15.99,0.46,19.97,19.44,5.81,13.25,57.15,23.13,3.080682339991,58.598950482,108.71643352,3,3,1,2,1,0,1,0,0,1,1,3
10913,250079,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,0,0,,0,0,0,0,0,1,1,1
19140,250082,379,21.96,75,1.01,42.02,24.83,0.59,16.75,18.11,4.78,9.36,58.42,14.19,2.76217115554,60.843269743,108.31352154,3,1,2,2,0,1,0,0,0,2,1,2
19406,250084,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,0,0,2,0,0,1,0,,1,3,2
16387,250085,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,0,0,2,3,0,0,0,0,0,1,2,1
17425,250093,379,21.96,75,1.01,42.02,24.83,0.59,16.75,18.11,4.78,9.36,58.42,14.19,2.76217115554,60.843269743,108.31352154,3,0,2,2,0,,1,0,,1,3,1
18649,250094,258,18.37,75,0.96,42.91,15.99,0.46,19.97,19.44,5.81,13.25,57.15,23.13,3.080682339991,58.598950482,108.71643352,3,2,3,3,1,0,1,0,,1,2,2
12853,250095,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,1,3,3,0,1,0,0,0,1,1,1
18505,250096,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,2,1,2,2,1,1,1,0,0,1,3,2
17756,250097,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,1,2,2,0,0,1,1,,1,1,2
19068,250099,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,2,3,2,0,1,1,0,1,1,1,2
21895,250100,262,8.88,75,0.94,42.32,16.77,0.29,21.67,17.6,6.31,11.49,64.88,15.76,3.400971595751,51.696598966,89.504013771,3,3,1,3,0,1,1,1,0,1,2,2
20710,250102,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,1,2,2,3,1,0,1,1,0,2,2,3
20907,250104,260,11.14,75,0.98,42.5,27.26,0.26,23.36,19.47,6.8,15.13,71.66,13.64,4.063692134048,60.23134591,95.589767143,2,2,3,3,0,0,1,0,0,1,2,2
16025,250117,220,43.36,75,1.05,45.27,8.54,2.2,13.63,18.65,4.12,12.83,75.42,11.08,2.829372413165,59.465525598,145.17154812,3,0,2,2,0,0,0,0,0,1,1,1
18621,250123,257,19.12,75,0.97,44.97,12.84,1.6,13.79,18.31,4.65,11.93,72.86,16.15,3.257068915729,61.463104103,149.48953119,2,2,0,3,1,0,1,0,0,2,3,2
13381,250124,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,0,1,3,1,0,0,0,,1,2,1
12113,250126,379,21.96,75,1.01,42.02,24.83,0.59,16.75,18.11,4.78,9.36,58.42,14.19,2.76217115554,60.843269743,108.31352154,3,0,0,3,1,0,1,0,0,1,3,1
13896,250128,261,10.61,75,0.98,42.78,22.7,0.37,22.85,18.46,5.46,12.75,61.35,17.79,3.43957913309,46.873738333,89.376457324,3,0,2,3,0,0,0,0,0,1,3,2
20229,250138,259,18.91,75,0.97,41.91,30.19,0.38,22.18,18.73,5.92,14.96,63.72,14.45,3.847485779901,59.144593355,115.910996,3,3,0,3,1,0,1,0,0,1,3,2
21187,250141,379,21.96,75,1.01,42.02,24.83,0.59,16.75,18.11,4.78,9.36,58.42,14.19,2.76217115554,60.843269743,108.31352154,2,3,0,2,1,0,1,0,1,1,2,2
9893,250151,260,11.14,75,0.98,42.5,27.26,0.26,23.36,19.47,6.8,15.13,71.66,13.64,4.063692134048,60.23134591,95.589767143,3,0,1,,0,0,1,0,0,1,3,2
16086,250162,220,43.36,75,1.05,45.27,8.54,2.2,13.63,18.65,4.12,12.83,75.42,11.08,2.829372413165,59.465525598,145.17154812,2,0,1,3,1,0,1,0,0,1,1,2
17004,250167,379,21.96,75,1.01,42.02,24.83,0.59,16.75,18.11,4.78,9.36,58.42,14.19,2.76217115554,60.843269743,108.31352154,,,0,4,1,1,1,1,0,1,2,1
16179,250168,261,10.61,75,0.98,42.78,22.7,0.37,22.85,18.46,5.46,12.75,61.35,17.79,3.43957913309,46.873738333,89.376457324,,,3,2,0,1,0,0,0,3,1,2
20434,260001,267,19.15,75,0.97,44.33,0.48,0.63,12.26,18.03,6.02,8.09,75.31,9.99,2.832768295833,59.034022739,101.68308689,2,2,3,3,1,1,1,0,0,1,2,2
