"episode","Provider","hrr","maadvantage","avgagehrr","avghcchrr","pctmalehrr","pctblackhrr","pcthispanichrr","pctmdcaidhrr","pctbenesusip","pctbenesusnf","pctbenesuhh","pctbenesuop","pctbenesuasc","Acute Care Hospital Beds per 1,000 Residents (2012)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Rank for Variable dshpct","Rank for Variable cmi","Rank for Variable mdadjadmit","qstarrating","urbanlocation","joinnetwork","jchaoaccredited","qieffort","reform","mdaffiliation","ownershipstatus","hospitalbedsize"
20111,010001,002,17,75,0.99,43.06,15.29,0.72,18.77,18.7,5.56,12.68,69.51,14.32,3.000052658259,51.232158476,97.175523054,2,3,2,3,1,0,0,1,0,1,1,3
16849,010005,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,1,2,3,0,0,1,0,0,1,1,2
19273,010006,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,1,2,2,2,1,0,1,0,,1,1,2
16136,010007,002,17,75,0.99,43.06,15.29,0.72,18.77,18.7,5.56,12.68,69.51,14.32,3.000052658259,51.232158476,97.175523054,1,0,2,2,0,0,0,0,,1,2,1
14654,010008,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,58.810581712,86.49612276,3,0,2,3,0,0,0,0,,1,3,1
19949,010011,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,1,3,1,2,1,0,1,1,1,2,2,2
15991,010012,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,0,2,3,0,,1,0,,1,3,2
20973,010016,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,1,2,1,3,1,0,0,0,0,1,2,2
17668,010019,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,1,2,2,1,0,1,0,,1,1,2
17657,010021,002,17,75,0.99,43.06,15.29,0.72,18.77,18.7,5.56,12.68,69.51,14.32,3.000052658259,51.232158476,97.175523054,3,1,2,4,0,,0,0,,1,1,1
12705,010022,148,29.64,75,1.01,44.53,5.35,1.03,15.97,19.21,4.74,11.04,59.15,11.93,2.082776732539,69.743698884,106.71221407,2,0,2,4,0,0,1,0,1,1,2,1
22609,010023,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,58.810581712,86.49612276,3,3,1,3,1,0,1,1,1,2,1,3
20968,010024,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,58.810581712,86.49612276,2,2,2,3,1,0,1,0,0,1,2,2
17431,010029,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,3,3,4,1,,1,0,,1,1,2
11918,010032,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,0,3,4,0,0,0,0,,1,1,1
23535,010033,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,3,3,1,3,1,0,1,1,0,3,1,3
14322,010034,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,58.810581712,86.49612276,1,0,3,4,1,0,0,0,,1,2,1
17400,010035,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,1,2,3,0,0,1,0,0,1,1,2
15145,010036,134,23.86,75,0.99,44.94,7.37,1.5,9.69,18.38,5.73,11.51,72.05,16.12,2.525021304667,71.653057535,138.02246356,3,0,2,3,0,0,0,0,0,1,3,2
15471,010038,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,1,0,1,3,1,,1,0,,1,3,2
21638,010039,005,17.44,75,0.97,42.93,9.72,0.75,10.3,18.16,5.51,9.4,70.05,12.59,2.399744334398,68.749335603,106.48087405,2,3,3,3,1,1,1,1,0,2,1,3
19517,010040,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,2,1,2,1,0,1,0,,1,3,2
12348,010044,262,8.88,75,0.94,42.32,16.77,0.29,21.67,17.6,6.31,11.49,64.88,15.76,3.400971595751,51.696598966,89.504013771,1,0,3,5,0,,1,0,,1,2,1
14704,010045,009,12.81,75,1,42.3,22.19,0.26,15.65,19.75,6.23,12.23,60.34,12.75,3.597471969813,66.648514235,104.62318538,1,0,3,4,0,,1,0,,1,2,1
18752,010046,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,1,2,1,3,1,0,1,0,0,1,3,2
11304,010047,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,58.810581712,86.49612276,2,0,2,3,0,,0,0,,1,3,1
16277,010049,002,17,75,0.99,43.06,15.29,0.72,18.77,18.7,5.56,12.68,69.51,14.32,3.000052658259,51.232158476,97.175523054,3,0,2,3,0,,1,0,,1,3,2
12755,010051,009,12.81,75,1,42.3,22.19,0.26,15.65,19.75,6.23,12.23,60.34,12.75,3.597471969813,66.648514235,104.62318538,3,0,3,3,1,0,0,0,0,1,1,1
12739,010052,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,1,0,1,3,0,1,0,0,,1,3,1
20282,010055,002,17,75,0.99,43.06,15.29,0.72,18.77,18.7,5.56,12.68,69.51,14.32,3.000052658259,51.232158476,97.175523054,1,2,1,4,1,0,1,0,0,1,3,2
22617,010056,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,0,3,1,3,1,0,1,1,1,1,2,3
15744,010058,009,12.81,75,1,42.3,22.19,0.26,15.65,19.75,6.23,12.23,60.34,12.75,3.597471969813,66.648514235,104.62318538,0,0,3,,1,0,0,0,,1,1,1
13093,010059,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,1,0,3,4,1,,0,0,,1,1,1
14147,010061,005,17.44,75,0.97,42.93,9.72,0.75,10.3,18.16,5.51,9.4,70.05,12.59,2.399744334398,68.749335603,106.48087405,3,0,2,3,0,0,1,0,,1,1,2
14051,010062,002,17,75,0.99,43.06,15.29,0.72,18.77,18.7,5.56,12.68,69.51,14.32,3.000052658259,51.232158476,97.175523054,1,0,3,3,1,0,0,0,,1,2,1
18645,010065,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,2,2,3,0,1,1,0,0,1,2,1
14715,010069,002,17,75,0.99,43.06,15.29,0.72,18.77,18.7,5.56,12.68,69.51,14.32,3.000052658259,51.232158476,97.175523054,1,0,0,3,0,0,0,0,1,1,1,1
13834,010073,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,3,0,3,3,0,,0,0,,1,1,1
19107,010078,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,2,2,2,1,0,1,1,0,2,1,2
15810,010079,005,17.44,75,0.97,42.93,9.72,0.75,10.3,18.16,5.51,9.4,70.05,12.59,2.399744334398,68.749335603,106.48087405,2,0,3,2,1,1,1,1,0,1,1,2
17468,010083,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,1,0,1,3,0,0,1,0,,1,3,2
17647,010085,005,17.44,75,0.97,42.93,9.72,0.75,10.3,18.16,5.51,9.4,70.05,12.59,2.399744334398,68.749335603,106.48087405,2,1,2,2,1,,1,0,,1,1,3
14298,010086,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,1,0,2,4,0,,1,0,,1,3,1
23117,010087,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,3,3,2,3,1,0,1,0,0,3,1,3
17721,010089,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,1,0,3,1,0,1,0,0,1,2,2
20097,010090,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,1,3,2,2,1,0,1,1,1,1,2,2
12891,010091,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,3,0,2,3,0,,0,0,,1,1,1
19253,010092,009,12.81,75,1,42.3,22.19,0.26,15.65,19.75,6.23,12.23,60.34,12.75,3.597471969813,66.648514235,104.62318538,2,2,1,2,1,0,1,1,0,3,1,3
13591,010095,009,12.81,75,1,42.3,22.19,0.26,15.65,19.75,6.23,12.23,60.34,12.75,3.597471969813,66.648514235,104.62318538,3,0,2,,1,,0,0,,1,1,1
13088,010097,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,58.810581712,86.49612276,3,0,1,3,1,,0,0,,1,1,1
13177,010099,134,23.86,75,0.99,44.94,7.37,1.5,9.69,18.38,5.73,11.51,72.05,16.12,2.525021304667,71.653057535,138.02246356,3,0,1,2,0,0,1,0,0,1,1,1
19971,010100,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,0,3,2,4,0,,1,0,,1,1,2
15857,010101,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,3,0,0,3,0,0,1,0,0,1,2,2
12309,010102,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,3,0,2,,0,0,0,0,1,1,2,1
22961,010103,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,1,3,0,3,1,0,1,0,0,1,2,3
20323,010104,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,2,3,2,1,,1,0,0,2,3,2
14532,010108,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,58.810581712,86.49612276,1,0,0,4,1,0,1,0,0,1,1,1
10599,010109,009,12.81,75,1,42.3,22.19,0.26,15.65,19.75,6.23,12.23,60.34,12.75,3.597471969813,66.648514235,104.62318538,2,0,2,3,0,,0,0,,2,1,1
13018,010110,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,58.810581712,86.49612276,3,0,1,3,0,0,0,0,,1,3,1
12843,010112,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,3,0,2,3,0,0,0,0,,1,1,1
19804,010113,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,2,3,3,2,1,,1,0,,2,2,3
18704,010114,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,2,2,3,1,1,1,0,1,1,1,2
16328,010118,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,3,1,1,3,0,0,1,0,,2,3,2
14811,010120,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,3,0,2,3,0,0,1,0,,1,1,1
11696,010125,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,0,2,5,0,,1,0,,1,2,1
11686,010128,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,3,0,1,3,0,,0,0,,1,3,1
14253,010129,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,3,0,2,2,0,,0,0,,1,2,1
13007,010130,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,0,0,0,3,1,0,1,1,0,1,2,1
18939,010131,005,17.44,75,0.97,42.93,9.72,0.75,10.3,18.16,5.51,9.4,70.05,12.59,2.399744334398,68.749335603,106.48087405,0,2,1,3,1,0,1,0,0,1,3,2
11811,010138,260,11.14,75,0.98,42.5,27.26,0.26,23.36,19.47,6.8,15.13,71.66,13.64,4.063692134048,60.23134591,95.589767143,3,0,3,,0,,0,0,,1,2,1
19699,010139,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,1,2,0,3,1,0,1,1,0,2,3,3
19289,010144,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,56.427156868,114.43308883,0,3,0,2,1,0,1,1,0,1,3,2
14565,010146,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,3,0,0,3,1,0,1,0,0,1,3,1
12258,010148,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,58.810581712,86.49612276,3,0,1,3,0,0,0,0,,1,3,1
16887,010149,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,58.810581712,86.49612276,3,1,0,5,1,0,1,0,0,1,1,2
15330,010150,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,58.810581712,86.49612276,2,0,1,3,0,,1,0,,1,3,1
18455,010157,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,0,0,2,3,1,0,1,0,,1,1,2
14621,010158,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,0,1,3,0,,1,0,,1,3,2
17090,010164,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,64.567781685,112.66459453,2,0,2,3,0,0,1,0,,1,2,2
22956,010168,146,30.2,75,1.03,42.19,27.57,1.7,13.27,15.76,3.51,9.84,70.06,10.53,2.568893764546,73.607519179,105.07302171,0,3,0,4,1,0,1,0,0,1,1,1
13348,010169,134,23.86,75,0.99,44.94,7.37,1.5,9.69,18.38,5.73,11.51,72.05,16.12,2.525021304667,71.653057535,138.02246356,1,0,2,4,0,0,0,0,0,1,1,1
20437,020001,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,100.90734775,147.10432135,3,3,2,3,1,1,1,1,0,1,2,3
13950,020006,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,100.90734775,147.10432135,2,1,2,3,1,0,1,0,0,1,2,1
13708,020008,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,100.90734775,147.10432135,2,0,2,3,0,0,1,0,1,1,1,1
14926,020012,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,100.90734775,147.10432135,2,2,2,3,1,1,1,1,0,1,2,2
20644,020017,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,100.90734775,147.10432135,1,3,1,3,1,,1,0,,1,3,2
15578,020024,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,100.90734775,147.10432135,1,1,3,3,0,0,1,1,0,1,2,1
16280,030001,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,1,0,2,1,0,1,1,1,1,3,2
24956,030002,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,3,3,3,1,1,1,1,0,3,2,3
21240,030006,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,69.503844582,132.03426911,3,3,1,3,1,0,1,0,0,2,2,3
19291,030007,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,2,0,4,1,0,0,0,0,1,2,2
20732,030010,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,69.503844582,132.03426911,2,3,0,3,1,1,1,0,0,2,2,3
21270,030011,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,69.503844582,132.03426911,1,3,0,3,1,,1,0,0,1,2,3
19382,030012,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,0,2,3,2,1,0,0,1,0,1,1,2
20392,030013,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,2,2,2,2,1,0,0,1,,2,2,2
20802,030014,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,1,3,2,3,1,0,0,1,,3,2,2
17443,030016,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,2,1,2,2,1,1,0,1,0,1,2,2
20560,030022,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,3,1,2,1,0,0,1,1,3,1,3
22300,030023,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,3,3,4,1,0,0,1,0,1,2,2
25225,030024,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,3,3,3,1,1,1,1,0,2,2,3
23422,030030,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,3,1,2,1,,1,1,,1,3,2
15651,030033,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,1,1,1,3,0,,1,0,0,1,2,1
21339,030036,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,2,3,1,4,1,0,1,1,0,2,2,2
21167,030037,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,3,0,3,1,1,0,0,0,1,3,2
22266,030038,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,1,3,2,3,1,,1,1,,2,3,2
16924,030043,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,69.503844582,132.03426911,0,0,0,1,0,1,1,1,1,1,2,1
17885,030055,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,1,1,3,2,0,0,1,1,0,1,1,2
19795,030061,014,47.59,76,0.98,44.54,1.66,2.64,2.67,15.88,4.19,7.5,54.28,16.49,1.985383886713,74.279000506,127.89074534,0,2,2,4,1,1,1,1,0,2,2,3
16531,030062,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,2,2,2,4,0,0,0,0,0,2,2,1
23094,030064,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,69.503844582,132.03426911,3,3,1,1,1,1,1,1,0,3,2,3
21086,030065,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,3,3,2,3,1,1,1,1,0,1,2,3
15786,030068,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,69.503844582,132.03426911,3,0,2,3,0,1,0,0,0,1,1,1
19025,030069,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,0,2,2,2,0,,1,0,,1,3,2
14435,030073,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,0,3,3,1,,1,0,,2,2,2
18370,030083,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,2,2,1,2,1,,1,1,,1,3,2
20115,030085,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,69.503844582,132.03426911,1,2,1,3,1,1,1,0,,1,3,2
21347,030087,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,0,3,2,3,1,1,0,1,,2,3,3
19994,030088,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,0,1,2,4,1,1,1,1,0,1,2,2
22714,030089,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,2,2,3,3,1,1,1,1,0,1,1,3
20470,030092,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,1,2,3,3,1,1,0,1,0,1,2,2
18806,030093,014,47.59,76,0.98,44.54,1.66,2.64,2.67,15.88,4.19,7.5,54.28,16.49,1.985383886713,74.279000506,127.89074534,0,1,2,4,1,1,1,1,0,1,2,2
20301,030094,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,3,1,3,1,,1,1,,1,3,2
16165,030101,279,43.51,74,0.95,48.21,7.33,9.47,11.44,14.53,3.25,11.12,37.57,11.76,1.542244149576,55.093514784,102.45900748,0,1,1,2,0,,1,0,,1,3,2
21532,030103,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,0,3,3,5,1,0,1,1,1,2,2,2
23759,030105,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,0,3,3,5,1,1,1,1,0,1,2,2
20526,030107,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,0,3,1,,1,0,1,0,0,1,3,1
21535,030108,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,0,3,1,,1,,1,0,,1,3,1
18189,030110,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,2,1,1,2,1,,1,1,,1,3,2
17422,030111,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,69.503844582,132.03426911,3,1,0,2,1,1,1,1,0,1,2,2
23684,030112,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,0,3,1,,1,0,1,0,,1,3,1
17585,030114,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,69.503844582,132.03426911,0,1,1,3,1,0,1,0,,1,3,2
19244,030115,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,2,2,4,1,1,1,1,0,3,2,2
14696,030117,279,43.51,74,0.95,48.21,7.33,9.47,11.44,14.53,3.25,11.12,37.57,11.76,1.542244149576,55.093514784,102.45900748,1,0,2,3,0,,1,0,,1,3,1
17059,030118,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,3,0,3,3,1,0,0,1,0,2,3,1
19663,030119,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,1,2,1,4,1,0,1,1,0,1,2,2
20755,030120,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,1,0,2,,1,,0,0,,1,3,1
23100,030121,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,1,3,1,1,1,,0,0,,3,3,2
18925,030122,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,2,1,2,3,1,1,1,1,0,1,2,2
19796,030123,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,0,3,2,4,1,,0,1,,3,3,1
16085,030130,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,3,0,3,4,1,1,1,1,0,1,2,1
23717,030131,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,65.668102959,125.53069943,0,3,3,,1,1,1,0,1,1,2,1
15782,030132,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,0,0,,3,1,,0,0,,1,3,1
12620,030134,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,50.425503472,100.98847753,0,0,3,3,1,1,1,1,0,1,2,1
